no;Item1;Item2;Item3;Item4;Item5;Item6;Item7;Item8;Item9;Item10;Item11;Item12;Item13;Item14;Item15;Item16;Item17;Item18;Item19;Item20;group;criterion
288;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0.4
289;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0.479
290;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0.575
291;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0.582
292;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1.12
293;1;0;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0.047
294;0;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0.716
295;1;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0.951
296;1;0;1;1;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0.335
297;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;1;1;0;1;0.389
298;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0.315
299;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0.078
300;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;-0.047
301;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0.79
302;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;1;0.696
303;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0.483
304;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;-0.14
305;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;1;0;0;-0.298
306;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0.619
307;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0.327
308;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0.595
309;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0.453
310;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0.456
311;0;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;0;1;0;0;-0.038
312;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;1;0.419
313;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0.706
314;0;1;1;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0.926
315;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.694
316;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0.912
317;0;1;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;0.757
318;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0.738
319;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0.141
320;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0.474
321;1;0;1;0;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0.88
322;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0.721
323;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0.683
324;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;-0.051
325;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;1;1;0.783
326;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0.049
327;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;-0.466
328;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1.497
329;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0.97
330;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0.711
331;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;0.333
332;0;0;0;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0.673
333;0;1;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;-0.252
334;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0.168
335;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1.143
336;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0.351
337;0;0;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0.769
338;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0.651
339;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0.519
340;0;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0.237
341;0;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0.717
342;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;0;1;0.775
343;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1.207
344;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1.118
345;1;0;1;0;1;1;0;1;1;0;1;0;1;0;0;1;0;1;0;0;0;-0.214
346;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0.482
347;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;0;1;0.372
348;1;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0.373
349;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;-0.204
350;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;0;1;-0.686
351;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0.012
352;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0;1;0;0.741
353;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0.843
354;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1.032
355;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0.43
356;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1.311
357;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;0;0;1;0.598
358;0;0;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0.558
359;0;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0.779
360;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0.006
361;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;-0.091
362;1;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;0.55
363;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0.421
364;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;-0.564
365;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1.072
366;0;1;0;1;0;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;0.581
367;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0.764
368;0;0;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;1;0.82
369;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0.651
370;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0.622
371;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0.197
372;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;1;1;1;0.616
373;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0.651
374;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0.376
375;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0.475
376;1;0;0;1;1;1;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;0.416
377;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0.196
378;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;1;1;1;0;1;0;0.406
379;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;1;0;0.194
380;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1.314
381;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;1.533
382;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1.391
383;1;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0.049
384;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0.586
385;0;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0.649
386;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1.786
387;0;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1.396
388;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1.082
389;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0.617
390;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0.976
391;0;0;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1.007
392;0;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;0;1;1;1.381
393;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0.73
394;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;0.856
395;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0.754
396;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0.221
397;0;1;0;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0.137
398;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1.448
399;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0.254
400;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0.551
401;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0.742
402;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0.625
403;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;1;1;0.906
404;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0.059
405;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0.266
406;0;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1.154
407;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0.133
408;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0.464
409;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0.944
410;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0.816
411;1;1;1;1;1;1;0;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0.931
412;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;0.725
413;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;0;1.257
414;0;0;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0.487
415;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;1.004
416;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0.277
417;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;1.134
418;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;0.384
419;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0.284
420;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0.545
421;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0.859
422;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;1;0.76
423;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;0.71
424;0;0;1;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;1;1;1;0.001
425;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1;0.781
426;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;-0.044
427;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;1;0.094
428;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0.802
429;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0.874
430;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0.536
431;0;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1.292
432;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0.522
433;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;0.365
434;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;1;1;0;0.418
435;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;1.194
436;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1.371
437;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0.818
438;1;0;0;1;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0.242
439;1;0;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0.43
440;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;0.559
441;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;-0.289
442;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0.781
443;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0.883
444;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0.591
445;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1.164
446;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;0;0.186
447;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;0.23
448;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0.565
449;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0.661
450;0;1;0;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;1;-0.006
451;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0.933
452;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0.31
453;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1.116
454;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0.615
455;1;0;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0.462
456;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;0.725
457;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;2.229
458;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;1.104
459;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0.515
460;1;1;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;0;1;0;1.561
461;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;0;1;0;1;0.438
462;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0.849
463;0;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1.396
464;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;0.71
465;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0.208
466;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0.095
467;0;0;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;1;0.764
468;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;1;0;0.083
469;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0.95
470;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0.655
471;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;1;1;1;0;1;0;0.665
472;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;-0.083
473;0;0;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;0;1;1;0.189
474;0;0;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0.316
475;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1.246
476;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0.811
477;0;0;0;1;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0.507
478;0;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;0.323
479;0;0;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;0.924
480;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0.37
481;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0.743
482;0;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0.209
483;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;1;0;0.568
484;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0.584
485;1;0;0;1;1;0;0;1;0;0;1;1;1;0;1;0;0;0;1;1;0;-0.077
486;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1;0.132
487;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;0.854
488;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0.249
489;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;1;0.191
490;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0.747
491;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0.824
492;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1.032
493;1;0;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;-0.062
494;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1;1;0;1;1;0.632
495;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0.802
496;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;-0.053
497;1;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;-0.012
498;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0.51
499;0;1;1;0;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;-0.12
500;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0.085
501;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0.922
502;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0.421
503;0;1;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;0;1;0.616
504;1;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1;0.153
505;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;-0.38
506;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0.127
507;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0.132
508;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;0.491
509;1;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;1;0.525
510;1;0;0;1;0;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0.486
511;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;1;-0.085
512;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0.195
513;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0.467
514;1;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0.945
515;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0.562
516;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0.559
517;0;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;0.64
518;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0.431
519;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1;0.111
520;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0.729
521;1;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1.068
522;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0.773
523;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.991
524;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0.668
525;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0.704
526;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0.096
527;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;0;-0.034
528;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;1.49
529;0;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0.762
530;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1.116
531;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;0;0;0.608
532;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0.78
533;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;1;-0.244
534;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0.269
535;1;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0.813
536;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0.546
537;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0.815
538;1;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;0.845
539;1;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0.407
540;1;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0.308
541;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0.468
542;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;1;0.556
543;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1.222
544;0;1;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0.799
545;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;-0.265
546;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0.604
547;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0.483
548;0;1;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;0.571
549;0;0;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;-0.342
550;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;-0.756
551;0;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0.291
552;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0.434
553;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;0;0;0.997
554;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0.993
555;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0.488
556;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1.116
557;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0.775
558;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;0.632
559;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1.071
560;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;1;1;1;0;0;1;0.184
561;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;-0.203
562;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0.458
563;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0.158
564;1;1;1;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;0;1;0;-0.261
565;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;1;0;1;0;1;0.84
566;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;1;0.712
567;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0.786
568;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;1;0;0;0.978
569;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1.016
570;1;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0.322
571;0;0;1;1;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;0;0.339
572;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0.858
573;0;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;0;1;1;0.8
574;1;0;1;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0.623
575;1;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0.498
576;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;0.586
